s3;sensor_13_v;sensor_14_v;sensor_16_v;sensor_17_v;sensor_18_v;sensor_15_v;sensor_19_v;sensor_20_v;sensor_21_v;sensor_22_v;sensor_23_v;sensor_24_v;sensor_13_c;sensor_14_c;sensor_16_c;sensor_17_c;sensor_18_c;sensor_15_c;sensor_19_c;sensor_20_c;sensor_21_c;sensor_22_c;sensor_23_c;sensor_24_c;
True;10499.581278551548;10499.581278551548;10499.581278551548;10499.581278551548;10499.580592217195;10499.580592217195;10499.579929976706;10499.579929976706;10499.582429727832;10499.582429727832;10499.582429727832;10499.583800749224;0.014321316635824966;0.014321316635824966;0.015588328917807823;0.006536505965861461;0.015588328917807823;0.01002739896560353;0.01002739896560353;0.028387725620982896;0.028387725620982896;0.006536505965861461;0.031139242679854115;0.007784810669963529;
True;10499.581278551548;10499.581278551548;10499.581278551548;10499.581278551548;10499.580592217195;10499.580592217195;10499.579929976706;10499.579929976706;10499.582429727832;10499.582429727832;10499.582429727832;10499.583800749224;0.014321316635824966;0.014321316635824966;0.015588328917807823;0.006536505965861461;0.015588328917807823;0.01002739896560353;0.01002739896560353;0.028387725620982896;0.028387725620982896;0.006536505965861461;0.031139242679854115;0.007784810669963529;
True;10499.581278551548;10499.581278551548;10499.581278551548;10499.581278551548;10499.580592217195;10499.580592217195;10499.579929976706;10499.579929976706;10499.582429727832;10499.582429727832;10499.582429727832;10499.583800749224;0.014321316635824966;0.014321316635824966;0.015588328917807823;0.006536505965861461;0.015588328917807823;0.01002739896560353;0.01002739896560353;0.028387725620982896;0.028387725620982896;0.006536505965861461;0.031139242679854115;0.007784810669963529;
True;10499.581278551548;10499.581278551548;10499.581278551548;10499.581278551548;10499.580592217195;10499.580592217195;10499.579929976706;10499.579929976706;10499.582429727832;10499.582429727832;10499.582429727832;10499.583800749224;0.014321316635824966;0.014321316635824966;0.015588328917807823;0.006536505965861461;0.015588328917807823;0.01002739896560353;0.01002739896560353;0.028387725620982896;0.028387725620982896;0.006536505965861461;0.031139242679854115;0.007784810669963529;
True;10499.469214421904;10499.469214421904;10499.469214421904;10499.469214421904;10499.46845295257;10499.46845295257;10499.467428122292;10499.467428122292;10499.57042019835;10499.57042019835;10499.57042019835;10499.571998548312;0.015808576794515184;0.015808576794515184;0.017294827615460927;0.0068465317025341674;0.017294827615460927;0.015517598548201011;0.015517598548201011;0.03397867611779599;0.03397867611779599;0.0068465317025341674;0.03584818036792421;0.008962045091981053;
True;10499.469214421904;10499.469214421904;10499.469214421904;10499.469214421904;10499.46845295257;10499.46845295257;10499.467428122292;10499.467428122292;10499.47042019835;10499.47042019835;10499.47042019835;10499.471998548312;0.015808576794515184;0.015808576794515184;0.017294827615460927;0.0068465317025341674;0.017294827615460927;0.015517598548201011;0.015517598548201011;0.03397867611779599;0.03397867611779599;0.0068465317025341674;0.03584818036792421;0.008962045091981053;
True;10499.469214421904;10499.469214421904;10499.469214421904;10499.469214421904;10499.46845295257;10499.46845295257;10499.467428122292;10499.467428122292;10499.47042019835;10499.47042019835;10499.47042019835;10499.471998548312;0.015808576794515184;0.015808576794515184;0.017294827615460927;0.0068465317025341674;0.017294827615460927;0.015517598548201011;0.015517598548201011;0.03397867611779599;0.03397867611779599;0.0068465317025341674;0.03584818036792421;0.008962045091981053;
True;10499.469214421904;10499.469214421904;10499.469214421904;10499.469214421904;10499.46845295257;10499.46845295257;10499.467428122292;10499.467428122292;10499.47042019835;10499.47042019835;10499.47042019835;10499.471998548312;0.015808576794515184;0.015808576794515184;0.017294827615460927;0.0068465317025341674;0.017294827615460927;0.015517598548201011;0.015517598548201011;0.03397867611779599;0.03397867611779599;0.0068465317025341674;0.03584818036792421;0.008962045091981053;
True;10499.35201201785;10499.35201201785;10499.35201201785;10499.35201201785;10499.351129621265;10499.351129621265;10499.349933134261;10499.349933134261;10499.352944401182;10499.352944401182;10499.352944401182;10499.354944301385;0.016649829262957144;0.016649829262957144;0.020041380687745764;0.00529417539368561;0.020041380687745764;0.018116760844004737;0.018116760844004737;0.03419661176424765;0.03419661176424765;0.00529417539368561;0.04542261547708629;0.011355653869271572;
True;10499.35201201785;10499.35201201785;10499.35201201785;10499.35201201785;10499.351129621265;10499.351129621265;10499.349933134261;10499.349933134261;10499.352944401182;10499.352944401182;10499.352944401182;10499.354944301385;0.016649829262957144;0.016649829262957144;0.020041380687745764;0.00529417539368561;0.020041380687745764;0.018116760844004737;0.018116760844004737;0.03419661176424765;0.03419661176424765;0.00529417539368561;0.04542261547708629;0.011355653869271572;
True;10499.35201201785;10499.35201201785;10499.35201201785;10499.35201201785;10499.351129621265;10499.351129621265;10499.349933134261;10499.349933134261;10499.352944401182;10499.352944401182;10499.352944401182;10499.354944301385;0.016649829262957144;0.016649829262957144;0.020041380687745764;0.00529417539368561;0.020041380687745764;0.018116760844004737;0.018116760844004737;0.03419661176424765;0.03419661176424765;0.00529417539368561;0.04542261547708629;0.011355653869271572;
True;10499.35201201785;10499.35201201785;10499.35201201785;10499.35201201785;10499.351129621265;10499.351129621265;10499.349933134261;10499.349933134261;10499.352944401182;10499.352944401182;10499.352944401182;10499.354944301385;0.016649829262957144;0.016649829262957144;0.020041380687745764;0.00529417539368561;0.020041380687745764;0.018116760844004737;0.018116760844004737;0.03419661176424765;0.03419661176424765;0.00529417539368561;0.04542261547708629;0.011355653869271572;
True;10499.35201201785;10499.35201201785;10499.35201201785;10499.35201201785;10499.351129621265;10499.351129621265;10499.349933134261;10499.349933134261;10499.352944401182;10499.352944401182;10499.352944401182;10499.354944301385;0.016649829262957144;0.016649829262957144;0.020041380687745764;0.00529417539368561;0.020041380687745764;0.018116760844004737;0.018116760844004737;0.03419661176424765;0.03419661176424765;0.00529417539368561;0.04542261547708629;0.011355653869271572;
True;10499.35201201785;10499.35201201785;10499.35201201785;10499.35201201785;10499.351129621265;10499.351129621265;10499.349933134261;10499.349933134261;10499.352944401182;10499.352944401182;10499.352944401182;10499.354944301385;0.016649829262957144;0.016649829262957144;0.020041380687745764;0.00529417539368561;0.020041380687745764;0.018116760844004737;0.018116760844004737;0.03419661176424765;0.03419661176424765;0.00529417539368561;0.04542261547708629;0.011355653869271572;
True;10499.35201201785;10499.35201201785;10499.35201201785;10499.35201201785;10499.351129621265;10499.351129621265;10499.349933134261;10499.349933134261;10499.352944401182;10499.352944401182;10499.352944401182;10499.354944301385;0.016649829262957144;0.016649829262957144;0.020041380687745764;0.00529417539368561;0.020041380687745764;0.018116760844004737;0.018116760844004737;0.03419661176424765;0.03419661176424765;0.00529417539368561;0.04542261547708629;0.011355653869271572;
True;10499.35201201785;10499.35201201785;10499.35201201785;10499.35201201785;10499.351129621265;10499.351129621265;10499.349933134261;10499.349933134261;10499.352944401182;10499.352944401182;10499.352944401182;10499.354944301385;0.016649829262957144;0.016649829262957144;0.020041380687745764;0.00529417539368561;0.020041380687745764;0.018116760844004737;0.018116760844004737;0.03419661176424765;0.03419661176424765;0.00529417539368561;0.04542261547708629;0.011355653869271572;
True;10499.415782853453;10499.415782853453;10499.415782853453;10499.415782853453;10499.414638327786;10499.414638327786;10499.413604031723;10499.413604031723;10499.417355012873;10499.417355012873;10499.417355012873;10499.419734279747;0.022436634141145217;0.022436634141145217;0.02599497218682935;0.00892689458350275;0.02599497218682935;0.015660925935652756;0.015660925935652756;0.04259696973677363;0.04259696973677363;0.00892689458350275;0.05403895823057024;0.01350973955764256;
True;10499.415782853453;10499.415782853453;10499.415782853453;10499.415782853453;10499.414638327786;10499.414638327786;10499.413604031723;10499.413604031723;10499.417355012873;10499.417355012873;10499.417355012873;10499.419734279747;0.022436634141145217;0.022436634141145217;0.02599497218682935;0.00892689458350275;0.02599497218682935;0.015660925935652756;0.015660925935652756;0.04259696973677363;0.04259696973677363;0.00892689458350275;0.05403895823057024;0.01350973955764256;
True;10499.415782853453;10499.415782853453;10499.415782853453;10499.415782853453;10499.414638327786;10499.414638327786;10499.413604031723;10499.413604031723;10499.417355012873;10499.417355012873;10499.417355012873;10499.419734279747;0.022436634141145217;0.022436634141145217;0.02599497218682935;0.00892689458350275;0.02599497218682935;0.015660925935652756;0.015660925935652756;0.04259696973677363;0.04259696973677363;0.00892689458350275;0.05403895823057024;0.01350973955764256;
True;10499.415782853453;10499.415782853453;10499.415782853453;10499.415782853453;10499.414638327786;10499.414638327786;10499.413604031723;10499.413604031723;10499.417355012873;10499.417355012873;10499.417355012873;10499.419734279747;0.022436634141145217;0.022436634141145217;0.02599497218682935;0.00892689458350275;0.02599497218682935;0.015660925935652756;0.015660925935652756;0.04259696973677363;0.04259696973677363;0.00892689458350275;0.05403895823057024;0.01350973955764256;